id,title,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,title_year,budget,revenue,runtime,vote_average,popularity,vote_count
706,Sunset Park,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Sunset Park', '1996')",0,0,99.0,5.1,1.231692,7
707,Mulholland Falls,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1996,"('Mulholland Falls', '1996')",0,0,107.0,6.2,5.79463,73
708,"Truth About Cats & Dogs, The",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,"('Truth About Cats & Dogs, The', '1996')",,,,,,
709,Oliver & Company,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,"('Oliver & Company', '1988')",31000000,74151346,74.0,6.5,10.813579,372
710,Celtic Pride,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Celtic Pride', '1996')",0,0,91.0,4.9,1.940747,35
711,Flipper,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Flipper', '1996')",25530000,20080020,95.0,5.3,4.557006,85
712,Captives,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Captives', '1994')",0,0,100.0,6.0,1.926109,10
713,Of Love and Shadows,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Of Love and Shadows', '1994')",0,0,103.0,4.4,0.709209,11
714,Dead Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,"('Dead Man', '1995')",9000000,0,121.0,7.2,6.505272,397
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Horseman on the Roof, The (Hussard sur le toit, Le)', '1995')",,,,,,
716,Switchblade Sisters,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1975,"('Switchblade Sisters', '1975')",0,0,91.0,6.6,6.035166,27
717,Mouth to Mouth (Boca a boca),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Mouth to Mouth (Boca a boca)', '1995')",,,,,,
718,"Visitors, The (Les Visiteurs)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,"('Visitors, The (Les Visiteurs)', '1993')",,,,,,
719,Multiplicity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Multiplicity', '1996')",45000000,0,117.0,5.5,8.768806,158
720,Wallace & Gromit: The Best of Aardman Animation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Wallace & Gromit: The Best of Aardman Animation', '1996')",,,,,,
721,Halfmoon (Paul Bowles - Halbmond),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Halfmoon (Paul Bowles - Halbmond)', '1995')",,,,,,
722,"Haunted World of Edward D. Wood Jr., The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,"('Haunted World of Edward D. Wood Jr., The', '1995')",,,,,,
723,Two Friends,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,"('Two Friends', '1986')",,,,,,
724,"Craft, The",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1996,"('Craft, The', '1996')",,,,,,
725,"Great White Hype, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Great White Hype, The', '1996')",,,,,,
726,Last Dance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Last Dance', '1996')",0,5,103.0,5.6,1.196686,9
727,War Stories,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,"('War Stories', '1995')",,,,,,
728,Cold Comfort Farm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Cold Comfort Farm', '1995')",0,0,95.0,7.0,1.92386,21
729,"Institute Benjamenta, or This Dream People Call Human Life",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Institute Benjamenta, or This Dream People Call Human Life', '1995')",0,0,104.0,7.7,0.543042,11
730,"Low Life, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Low Life, The', '1994')",,,,,,
731,Heaven's Prisoners,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1996,"(""Heaven's Prisoners"", '1996')",25000000,0,132.0,5.0,9.264679,17
732,Original Gangstas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Original Gangstas', '1996')",,,,,,
733,"Rock, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,"('Rock, The', '1996')",,,,,,
734,Getting Away With Murder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Getting Away With Murder', '1996')",,,,,,
735,Cemetery Man (Dellamorte Dellamore),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,"('Cemetery Man (Dellamorte Dellamore)', '1994')",,,,,,
736,Twister,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1996,"('Twister', '1996')",92000000,494471524,113.0,6.1,8.739144,966
737,Barb Wire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996,"('Barb Wire', '1996')",0,3793614,98.0,3.9,5.877599,117
738,"Garcu, Le",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Garcu, Le', '1995')",,,,,,
739,Honigmond,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Honigmond', '1996')",,,,,,
741,Ghost in the Shell (Kokaku kidotai),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995,"('Ghost in the Shell (Kokaku kidotai)', '1995')",,,,,,
742,Thinner,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1996,"('Thinner', '1996')",,,,,,
743,Spy Hard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Spy Hard', '1996')",18000000,0,81.0,4.9,8.202057,148
744,Brothers in Trouble,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Brothers in Trouble', '1995')",0,0,102.0,0.0,0.594716,0
745,"Close Shave, A",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,"('Close Shave, A', '1995')",,,,,,
746,Force of Evil,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1948,"('Force of Evil', '1948')",0,0,78.0,6.6,4.386329,33
747,"Stupids, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Stupids, The', '1996')",,,,,,
748,"Arrival, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996,"('Arrival, The', '1996')",,,,,,
749,"Man from Down Under, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1943,"('Man from Down Under, The', '1943')",,,,,,
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1963,"('Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', '1963')",,,,,,
751,Careful,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,"('Careful', '1992')",0,0,100.0,7.8,0.160571,4
752,Vermont Is For Lovers,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1992,"('Vermont Is For Lovers', '1992')",,,,,,
753,"Month by the Lake, A",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Month by the Lake, A', '1995')",,,,,,
754,Gold Diggers: The Secret of Bear Mountain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Gold Diggers: The Secret of Bear Mountain', '1995')",0,0,94.0,5.8,5.508101,20
755,Kim,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1950,"('Kim', '1950')",0,0,113.0,7.0,1.048075,5
756,Carmen Miranda: Bananas Is My Business,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,"('Carmen Miranda: Bananas Is My Business', '1994')",,,,,,
757,Ashes of Time,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Ashes of Time', '1994')",0,0,100.0,7.1,5.215992,73
758,"Jar, The (Khomreh)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,"('Jar, The (Khomreh)', '1992')",,,,,,
759,Maya Lin: A Strong Clear Vision,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,"('Maya Lin: A Strong Clear Vision', '1994')",,,,,,
760,Stalingrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1993,"('Stalingrad', '1993')",,,,,,
761,"Phantom, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Phantom, The', '1996')",,,,,,
762,Striptease,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Striptease', '1996')",50000000,113309743,115.0,4.4,11.341502,210
763,"Last of the High Kings, The (a.k.a. Summer Fling)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Last of the High Kings, The (a.k.a. Summer Fling)', '1996')",,,,,,
764,Heavy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Heavy', '1995')",0,0,105.0,7.7,0.889498,11
765,Jack,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Jack', '1996')",45000000,58620973,113.0,5.9,6.287245,340
766,I Shot Andy Warhol,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('I Shot Andy Warhol', '1996')",,,,,,
767,"Grass Harp, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Grass Harp, The', '1995')",,,,,,
768,Someone Else's America,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"(""Someone Else's America"", '1995')",0,0,96.0,0.0,0.099602,0
769,Marlene Dietrich: Shadow and Light,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,"('Marlene Dietrich: Shadow and Light', '1996')",,,,,,
770,Costa Brava,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1946,"('Costa Brava', '1946')",,,,,,
771,"Vie est belle, La (Life is Rosey)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1987,"('Vie est belle, La (Life is Rosey)', '1987')",,,,,,
772,Quartier Mozart,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,"('Quartier Mozart', '1992')",0,0,80.0,5.0,0.011938,1
773,Touki Bouki (Journey of the Hyena),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1973,"('Touki Bouki (Journey of the Hyena)', '1973')",,,,,,
774,Wend Kuuni (God's Gift),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982,"(""Wend Kuuni (God's Gift)"", '1982')",,,,,,
775,Spirits of the Dead (Tre Passi nel Delirio),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1968,"('Spirits of the Dead (Tre Passi nel Delirio)', '1968')",,,,,,
776,Babyfever,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Babyfever', '1994')",0,0,109.0,0.0,0.001687,0
777,Pharaoh's Army,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1995,"(""Pharaoh's Army"", '1995')",,,,,,
778,Trainspotting,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Trainspotting', '1996')",4000000,16491080,93.0,7.8,19.348466,2737
779,'Til There Was You,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997,"(""'Til There Was You"", '1997')",,,,,,
780,Independence Day (ID4),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1996,"('Independence Day (ID4)', '1996')",,,,,,
781,Stealing Beauty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Stealing Beauty', '1996')",0,0,116.0,6.6,6.418805,99
782,"Fan, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,"('Fan, The', '1996')",,,,,,
783,"Hunchback of Notre Dame, The",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,"('Hunchback of Notre Dame, The', '1996')",,,,,,
784,"Cable Guy, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Cable Guy, The', '1996')",,,,,,
785,Kingpin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Kingpin', '1996')",27000000,25023434,113.0,6.7,11.633347,248
786,Eraser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,"('Eraser', '1996')",100000000,242295562,115.0,5.6,6.919314,553
787,"Gate of Heavenly Peace, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,"('Gate of Heavenly Peace, The', '1995')",,,,,,
788,"Nutty Professor, The",0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1996,"('Nutty Professor, The', '1996')",,,,,,
789,"I, Worst of All (Yo, la peor de todas)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,"('I, Worst of All (Yo, la peor de todas)', '1990')",,,,,,
790,An Unforgettable Summer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('An Unforgettable Summer', '1994')",0,65352,82.0,7.2,0.826372,6
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,"('Last Klezmer: Leopold Kozlowski, His Life and Music, The', '1995')",,,,,,
792,"Hungarian Fairy Tale, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1987,"('Hungarian Fairy Tale, A', '1987')",,,,,,
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,"(""My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)"", '1993')",,,,,,
794,Midnight Dancers (Sibak),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Midnight Dancers (Sibak)', '1994')",,,,,,
795,Somebody to Love,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Somebody to Love', '1994')",0,0,102.0,5.1,0.970688,2
796,"Very Natural Thing, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1974,"('Very Natural Thing, A', '1974')",,,,,,
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,"('Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)', '1991')",,,,,,
798,Daylight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,"('Daylight', '1996')",80000000,159212469,115.0,5.8,11.995799,385
799,"Frighteners, The",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1996,"('Frighteners, The', '1996')",,,,,,
800,Lone Star,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1996,"('Lone Star', '1996')",5000000,13269963,135.0,6.9,9.069963,79
801,Harriet the Spy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Harriet the Spy', '1996')",12000000,0,100.0,5.7,4.086563,47
802,Phenomenon,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,"('Phenomenon', '1996')",32000000,152036382,123.0,6.2,5.575992,328
803,Walking and Talking,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,"('Walking and Talking', '1996')",0,0,86.0,6.6,0.913281,8
804,She's the One,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,"(""She's the One"", '1996')",3500000,9482579,96.0,5.7,10.827266,71
805,"Time to Kill, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Time to Kill, A', '1996')",,,,,,
806,American Buffalo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('American Buffalo', '1996')",0,665450,88.0,6.2,7.031279,9
807,"Rendezvous in Paris (Rendez-vous de Paris, Les)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,"('Rendezvous in Paris (Rendez-vous de Paris, Les)', '1995')",,,,,,
808,Alaska,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Alaska', '1996')",23000000,0,109.0,5.2,2.318141,32
809,Fled,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Fled', '1996')",25000000,17193231,98.0,5.2,3.906949,49
810,Kazaam,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1996,"('Kazaam', '1996')",20000000,0,93.0,3.6,8.962892,60
811,"Bewegte Mann, Der",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Bewegte Mann, Der', '1994')",,,,,,
812,Magic Hunter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Magic Hunter', '1994')",0,0,106.0,6.0,0.091984,1
813,Larger Than Life,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Larger Than Life', '1996')",,,,,,
814,"Boy Called Hate, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Boy Called Hate, A', '1995')",,,,,,
815,Power 98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,"('Power 98', '1995')",,,,,,
816,Two Deaths,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Two Deaths', '1995')",0,0,102.0,7.0,0.145092,2
818,"Very Brady Sequel, A",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Very Brady Sequel, A', '1996')",,,,,,
819,Stefano Quantestorie,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,"('Stefano Quantestorie', '1993')",0,0,82.0,6.0,0.036699,1
820,"Death in the Garden (Mort en ce jardin, La)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1956,"('Death in the Garden (Mort en ce jardin, La)', '1956')",,,,,,
821,"Crude Oasis, The",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,"('Crude Oasis, The', '1995')",,,,,,
822,Hedd Wyn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,"('Hedd Wyn', '1992')",,,,,,
823,"Collectionneuse, La",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1967,"('Collectionneuse, La', '1967')",,,,,,
824,Kaspar Hauser,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,"('Kaspar Hauser', '1993')",0,0,139.0,6.3,0.000578,4
825,Echte Kerle,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,"('Echte Kerle', '1996')",,,,,,
826,Diebinnen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Diebinnen', '1995')",,,,,,
827,"Convent, The (Convento, O)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Convent, The (Convento, O)', '1995')",,,,,,
828,"Adventures of Pinocchio, The",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Adventures of Pinocchio, The', '1996')",,,,,,
829,Joe's Apartment,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,"(""Joe's Apartment"", '1996')",13000000,4619014,78.0,5.0,9.490858,87
830,"First Wives Club, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('First Wives Club, The', '1996')",,,,,,
831,Stonewall,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Stonewall', '1995')",0,0,99.0,7.2,0.940228,10
832,Ransom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,"('Ransom', '1996')",80000000,309492681,117.0,6.4,8.772188,482
833,High School High,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('High School High', '1996')",0,21302121,86.0,5.4,4.220058,51
834,Phat Beach,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Phat Beach', '1996')",0,0,89.0,5.4,0.879852,8
835,Foxfire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Foxfire', '1996')",0,258263,102.0,6.3,3.186891,30
836,Chain Reaction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,"('Chain Reaction', '1996')",50000000,60209334,107.0,5.3,15.874491,291
837,Matilda,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Matilda', '1996')",36000000,33459416,98.0,6.9,10.034915,892
838,Emma,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,"('Emma', '1996')",6000000,22231658,121.0,6.7,6.593011,152
838,Emma,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,"('Emma', '1996')",0,0,107.0,6.7,7.036457,34
839,"Crow: City of Angels, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,"('Crow: City of Angels, The', '1996')",,,,,,
840,House Arrest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('House Arrest', '1996')",0,0,108.0,5.0,12.297782,32
841,Eyes Without a Face,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1959,"('Eyes Without a Face', '1959')",,,,,,
842,Tales from the Crypt Presents: Bordello of Blood,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1996,"('Tales from the Crypt Presents: Bordello of Blood', '1996')",,,,,,
843,Lotto Land,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Lotto Land', '1995')",0,0,87.0,7.0,0.042365,1
844,"Story of Xinghua, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,"('Story of Xinghua, The', '1993')",,,,,,
845,"Day the Sun Turned Cold, The (Tianguo niezi)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Day the Sun Turned Cold, The (Tianguo niezi)', '1994')",,,,,,
846,Flirt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Flirt', '1995')",,,,,,
847,"Big Squeeze, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Big Squeeze, The', '1996')",,,,,,
848,"Spitfire Grill, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Spitfire Grill, The', '1996')",,,,,,
849,Escape from L.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996,"('Escape from L.A.', '1996')",50000000,42277365,97.0,5.6,12.229381,381
850,Cyclo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Cyclo', '1995')",0,0,123.0,6.8,1.781952,23
851,Basquiat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Basquiat', '1996')",2962051,3011195,108.0,6.6,4.797674,97
852,Tin Cup,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,"('Tin Cup', '1996')",45000000,53854588,135.0,5.9,6.24966,152
853,Dingo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,"('Dingo', '1992')",,,,,,
854,"Ballad of Narayama, The (Narayama Bushiko)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1958,"('Ballad of Narayama, The (Narayama Bushiko)', '1958')",,,,,,
855,Every Other Weekend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,"('Every Other Weekend', '1990')",0,0,104.0,6.0,0.629807,2
856,Mille bolle blu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,"('Mille bolle blu', '1993')",0,0,0.0,6.0,0.03537,1
857,Crows and Sparrows,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1949,"('Crows and Sparrows', '1949')",,,,,,
858,"Godfather, The",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1972,"('Godfather, The', '1972')",,,,,,
859,"Hippie Revolution, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,"('Hippie Revolution, The', '1996')",,,,,,
860,"Maybe, Maybe Not (Bewegte Mann, Der)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Maybe, Maybe Not (Bewegte Mann, Der)', '1994')",,,,,,
861,Supercop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,"('Supercop', '1992')",,,,,,
862,Manny & Lo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Manny & Lo', '1996')",500000,431326,88.0,6.3,1.143656,9
863,Celestial Clockwork,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Celestial Clockwork', '1994')",,,,,,
864,"Wife, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Wife, The', '1995')",,,,,,
865,Small Faces,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Small Faces', '1995')",,,,,,
866,Bound,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1996,"('Bound', '1996')",4500000,7011317,108.0,6.9,12.449574,203
867,Carpool,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Carpool', '1996')",17000000,0,89.0,4.9,3.714049,17
868,Death in Brunswick,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,"('Death in Brunswick', '1991')",,,,,,
869,Kansas City,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('Kansas City', '1996')",18000000,0,116.0,6.1,5.130136,13
870,Gone Fishin',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,"(""Gone Fishin'"", '1997')",53000000,0,94.0,4.7,2.289647,48
871,Lover's Knot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,"(""Lover's Knot"", '1996')",0,0,82.0,4.0,0.14315,2
872,Aiqing wansui,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Aiqing wansui', '1994')",,,,,,
873,Shadow of Angels (Schatten der Engel),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1976,"('Shadow of Angels (Schatten der Engel)', '1976')",,,,,,
874,Killer: A Journal of Murder,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Killer: A Journal of Murder', '1995')",,,,,,
875,Nothing to Lose,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Nothing to Lose', '1994')",0,0,0.0,0.0,0.001771,0
876,Police Story 4: Project S (Chao ji ji hua),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,"('Police Story 4: Project S (Chao ji ji hua)', '1993')",,,,,,
877,Girls Town,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"('Girls Town', '1996')",0,0,90.0,5.2,0.635669,3
878,Bye-Bye,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Bye-Bye', '1995')",0,0,104.0,7.7,0.109406,3
879,"Relic, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1997,"('Relic, The', '1997')",,,,,,
